Names,Categories,Categories_code,ScrapData
Shift_work,Economics,6,"Shift work is an employment practice designed to make use of, or provide service across, all 24 hours of the clock each day of the week (often abbreviated as 24/7). The practice typically sees the day divided into shifts, set periods of time during which different groups of workers perform their duties. The term ""shift work"" includes both long-term night shifts and work schedules in which employees change or rotate shifts.[1][2][3] In medicine and epidemiology, shift work is considered a risk factor for some health problems in some individuals, as disruption to circadian rhythms may increase the probability of developing cardiovascular disease, cognitive impairment, diabetes, and obesity, among other conditions.[4][5] Shift work can also contribute to strain in marital, family, and personal relationships.[6] A marriage where one partner works an irregular shift is six times more likely to end in divorce than a marriage where both partners work days.[7]"
Short_run,Economics,6,"In economics the long run is a theoretical concept in which all markets are in equilibrium, and all prices and quantities have fully adjusted and are in equilibrium. The long run contrasts with the short run, in which there are some constraints and markets are not fully in equilibrium. 
 More specifically, in microeconomics there are no fixed factors of production in the long run, and there is enough time for adjustment so that there are no constraints preventing changing the output level by changing the capital stock or by entering or leaving an industry. This contrasts with the short run, where some factors are variable (dependent on the quantity produced) and others are fixed (paid once), constraining entry or exit from an industry.  In macroeconomics, the long run is the period when the general price level,  contractual wage rates, and expectations adjust fully to the state of the economy, in contrast to the short run when these variables may not fully adjust.[1][2]"
Shortage,Economics,6,"
 In economics, a shortage or excess demand is a situation in which the demand for a product or service exceeds its supply in a market. It is the opposite of an excess supply (surplus).
"
Shrinkflation,Economics,6,"In economics, shrinkflation is the process of items shrinking in size or quantity, or even sometimes reformulating or reducing quality[1] while their prices remain the same or increase.[2][3]  The word is a portmanteau of the words shrink and inflation. First usage of the term has been attributed to both Pippa Malmgren and Brian Domitrovic.[4] Shrinkflation allows companies to increase their operating margin and profitability by reducing costs whilst maintaining sales volume.[5] Consumer protection groups are critical of the practice.
"
Social_behavior,Economics,6,"
 Social behavior is behavior among two or more organisms within the same species, and encompasses any behavior in which one member affects the other. This is due to an interaction among those members.[1][2] Social behavior can be seen as similar to an exchange of goods, with the expectation that when you give, you will receive the same.[3] This behavior can be effected by both the qualities of the individual and the environmental (situational) factors. Therefore, social behavior arises as a result of an interaction between the two—the organism and its environment. This means that, in regards to humans, social behavior can be determined by both the individual characteristics of the person, and the situation they are in.[4] A major aspect of social behavior is communication, which is the basis for survival and reproduction.[5] Social behavior is said to be determined by two different processes, that can either work together or oppose one another. The dual-systems model of reflective and impulsive determinants of social behavior came out of the realization that behavior cannot just be determined by one single factor. Instead, behavior can arise by those consciously behaving (where there is an awareness and intent), or by pure impulse. These factors that determine behavior can work in different situations and moments, and can even oppose one another. While at times one can behave with a specific goal in mind, other times they can behave without rational control, and driven by impulse instead.[6] There are also distinctions between different types of social behavior, such as mundane versus defensive social behavior. Mundane social behavior is a result of interactions in day-to-day life, and are behaviors learned as one is exposed to those different situations. On the other hand, defensive behavior arises out of impulse, when one is faced with conflicting desires.[7]"
Social_choice_theory,Economics,6,"Social choice theory or social choice  is a theoretical framework for analysis of combining individual opinions, preferences, interests, or welfares to reach a collective decision or social welfare in some sense.[1]  A non-theoretical example of a collective decision is enacting a law or set of laws under a constitution. Social choice theory dates from Condorcet's formulation of the voting paradox. Kenneth Arrow's Social Choice and Individual Values (1951) and Arrow's impossibility theorem in it are generally acknowledged as the basis of the modern social choice theory.[1] In addition to Arrow's theorem and the voting paradox, the Gibbard–Satterthwaite theorem, the Condorcet jury theorem, the median voter theorem, and May's theorem are among the more well known results from social choice theory.
 Social choice blends elements of welfare economics and voting theory. It is methodologically individualistic, in that it aggregates preferences and behaviors of individual members of society.  Using elements of formal logic for generality, analysis  proceeds from a set of seemingly reasonable axioms of social choice to form a social welfare function (or constitution).[2] Results uncovered the logical incompatibility of various axioms, as in Arrow's theorem, revealing an aggregation problem and suggesting reformulation or theoretical triage in dropping some axiom(s).[1] Later work also considers approaches to compensations and fairness, liberty and rights, axiomatic domain restrictions on preferences of agents, variable populations, strategy-proofing of social-choice mechanisms, natural resources,[1][3] capabilities and functionings,[4] and welfare,[5] justice,[6] and poverty.[7] Social choice and public choice theory may overlap but are disjoint if narrowly construed.  The Journal of Economic Literature classification codes place Social Choice  under Microeconomics at JEL D71   (with Clubs, Committees, and Associations) whereas most Public Choice subcategories are in JEL D72 (Economic Models of Political Processes: Rent-Seeking, Elections, Legislatures, and Voting Behavior).
"
Social_mobility,Economics,6,"
 
Social mobility is the movement of individuals, families, households, or other categories of people within or between social strata in a society.[1]  It is a change in social status relative to one's current social location within a given society. This movement occurs between layers or tiers in an open system of social stratification. Open stratification systems are those in which at least some value is given to achieved status characteristics in a society. The movement can be in a downward or upward direction.[2] Markers for social mobility, such as education and class,  are used to predict, discuss, and learn more about an individual or a group's mobility in society.  ""Class mobility to capture a person’s (or group’s) abilities (1) to accumulate wealth, and thereby ascend class hierarchies, and (2) to maintain a higher class status once attained.""[3]:50
"
Socialist_economics,Economics,6,"Socialist economics comprises the economic theories, practices and norms of hypothetical and existing socialist economic systems.[1] A socialist economic system is characterized by social ownership and operation of the means of production[2][3][4][5][6][7] that may take the form of autonomous cooperatives or direct public ownership wherein production is carried out directly for use rather than for profit.[8][9][10][11] Socialist systems that utilize markets for allocating capital goods and factors of production among economic units are designated market socialism. When planning is utilized, the economic system is designated as a socialist planned economy. Non-market forms of socialism usually include a system of accounting based on calculation-in-kind to value resources and goods.[12][13] Socialist economics has been associated with different schools of economic thought. Marxian economics provided a foundation for socialism based on analysis of capitalism[14] while neoclassical economics and evolutionary economics provided comprehensive models of socialism.[15] During the 20th century, proposals and models for both socialist planned and market economies were based heavily on neoclassical economics or a synthesis of neoclassical economics with Marxian or institutional economics.[16][17][18][19][20][21] As a term, socialist economics may also be applied to the analysis of former and existing economic systems that were implemented in socialist states such as in the works of Hungarian economist János Kornai.[22] 19th-century American individualist anarchist Benjamin Tucker, who connected the classical economics of Adam Smith and the Ricardian socialists as well as that of Pierre-Joseph Proudhon, Karl Marx and Josiah Warren to socialism, held that there were two schools of socialist thought, namely anarchist socialism and state socialism, maintaining that what they had in common was the labor theory of value.[23] Socialists disagree about the degree to which social control or regulation of the economy is necessary; how far society should intervene and whether government, particularly existing government, is the correct vehicle for change are issues of disagreement.[24]"
Sociality,Economics,6,"Sociality is the degree to which individuals in an animal population tend to associate in social groups (gregariousness) and form cooperative societies.
 Sociality is a survival response to evolutionary pressures.[1] For example, when a mother wasp stays near her larvae in the nest, parasites are less likely to eat the larvae.[2] Biologists suspect that pressures from parasites and other predators selected this behavior in wasps of the family Vespidae.
 This wasp behaviour evidences the most fundamental characteristic of animal sociality: parental investment. Parental investment is any expenditure of resources (time, energy, social capital) to benefit one's offspring. Parental investment detracts from a parent's capacity to invest in future reproduction and aid to kin (including other offspring). An animal that cares for its young but shows no other sociality traits is said to be subsocial.
 An animal that exhibits a high degree of sociality is called a social animal. The highest degree of sociality recognized by sociobiologists is eusociality. A eusocial taxon is one that exhibits overlapping adult generations, reproductive division of labor, cooperative care of young, and—in the most refined cases—a biological caste system.
"
Socioeconomics,Economics,6,"Socioeconomics (also known as social economics) is the social science that studies how economic activity affects and is shaped by social processes. In general it analyzes how modern societies progress, stagnate, or regress because of their local or regional economy, or the global economy. Societies are divided into three groups: social, cultural and economic. It also refers to the ways that social and economic factors influence the environment.
"
Sole_proprietorship,Economics,6,"A sole proprietorship, also known as the sole trader, individual entrepreneurship or proprietorship, is a type of enterprise that is owned and run by one person and in which there is no legal distinction between the owner and the business entity.  A sole trader does not necessarily work 'alone'—it is possible for the sole trader to employ other people.[1] The sole trader receives all profits (subject to taxation specific to the business) and has unlimited responsibility for all losses and debts. Every asset of the business is owned by the proprietor and all debts of the business are the proprietor's. It is a ""sole"" proprietorship in contrast with partnerships (which have at least two owners).
 A sole proprietor may use a trade name or business name other than their or its legal name. They may have to legally trademark their business name if it differs from their own legal name, the process varying depending upon country of residence.[2]"
Stagflation,Economics,6,"
 In economics, stagflation or recession-inflation is a situation in which the inflation rate is high, the economic growth rate slows, and unemployment remains steadily high. It presents a dilemma for economic policy, since actions intended to lower inflation may exacerbate unemployment.
 
The term, a portmanteau of stagnation and inflation, is generally attributed to Iain Macleod, a British Conservative Party politician who became Chancellor of the Exchequer in 1970. Macleod used the word in a 1965 speech to Parliament during a period of simultaneously high inflation and unemployment in the United Kingdom.[1][2][3][4] Warning the House of Commons of the gravity of the situation, he said: .mw-parser-output .templatequote{overflow:hidden;margin:1em 0;padding:0 40px}.mw-parser-output .templatequote .templatequotecite{line-height:1.5em;text-align:left;padding-left:1.6em;margin-top:0} We now have the worst of both worlds—not just inflation on the one side or stagnation on the other, but both of them together. We have a sort of ""stagflation"" situation. And history, in modern terms, is indeed being made.[3][5] Macleod used the term again on 7 July 1970, and the media began also to use it, for example in The Economist on 15 August 1970, and Newsweek on 19 March 1973.
 John Maynard Keynes did not use the term, but some of his work refers to the conditions that most would recognise as stagflation. In the version of Keynesian macroeconomic theory that was dominant between the end of World War II and the late 1970s, inflation and recession were regarded as mutually exclusive, the relationship between the two being described by the Phillips curve. Stagflation is very costly and difficult to eradicate once it starts, both in social terms and in budget deficits.
"
Standard_of_living,Economics,6,"Standard of living is the level of comfort, material goods, and other whims available[clarification needed] to a person or group.  For the purposes of economics, politics and policy, it is usually compared across time or between groups defined by social, economic or geographical parameters.  Standard of living includes factors as a whole quality and availability of employment, class disparity, poverty rate, quality and housing affordability, hours of work are required to purchase necessities, gross domestic product, inflation rate, amount of leisure time, access to and quality of  healthcare, quality and availability of education, literacy rates, life expectancy, occurrence of diseases, cost of goods and services, infrastructure, access to, quality and affordability of public transportation, national economic growth, economic and political stability, freedom, environmental quality, climate and safety.  Standard of living is closely related to quality of life.[1]"
Stockholm_School,Economics,6,"
 The Stockholm School (Swedish: Stockholmsskolan) is a school of economic thought. It refers to a loosely organized group of Swedish economists that worked together, in Stockholm, Sweden primarily in the 1930s.
 The Stockholm School had—like John Maynard Keynes—come to the same conclusions in macroeconomics and the theories of demand and supply. Like Keynes, they were inspired by the works of Knut Wicksell, a Swedish economist active in the early years of the twentieth century.
 William Barber's comment upon Gunnar Myrdal's work on monetary theory goes like this:
 ""If his contribution had been available to readers of English before 1936, it is interesting to speculate whether the 'revolution' in macroeconomic theory of the depression decade would be referred to as 'Myrdalian' as much as 'Keynesian'”[1]"
Structural_unemployment,Economics,6,"Structural unemployment is a form of involuntary unemployment caused by a mismatch between the skills that workers in the economy can offer, and the skills demanded of workers by employers (also known as the skills gap).  Structural unemployment is often brought about by technological changes that make the job skills of many workers obsolete. 
 Structural unemployment is one of three categories of unemployment distinguished by economists, the others being frictional unemployment and cyclical unemployment.
 Because it requires either migration or re-training, structural unemployment can be long-term and slow to fix.[1]"
Substitution_effect,Economics,6,"
 
 In economics and particularly in consumer choice theory, the substitution effect is one component of the effect of a change in the price of a good upon the amount of that good demanded by a consumer, the other being the income effect. 
 When a good's price decreases, if hypothetically the same consumption bundle were to be retained, income would be freed up which could be spent on a combination of more of each of the goods. Thus the new total consumption bundle chosen, compared to the old one, reflects both the effect of the changed relative prices of the two goods (one unit of one good can now be traded for a different quantity of the other good than before as the ratio of their prices has changed) and the effect of the freed-up income. The effect of the relative price change is called the substitution effect, while the effect due to income having been freed up is called the income effect.     
 If income is altered in response to the price change such that a new budget line is drawn passing through the old consumption bundle but with the slope determined by the new prices and the consumer's optimal choice is on this budget line, the resulting change in consumption is called the Slutsky substitution effect. The idea is that the consumer is given enough money to purchase her old bundle at the new prices, and her choice changes are seen.
 If instead, a new budget line is found with the slope determined by the new prices but tangent to the indifference curve going through the old bundle, the difference between the new point of tangency and the old bundle is the Hicks substitution effect. The idea now is that the consumer is given just enough income to achieve her old utility at the new prices, and how her choice changes is seen. The Hicks substitution effect is illustrated in the next section.
 Some authors refer to one of these two concepts as simply the substitution effect. The popular textbook by Varian [1] describes the Slutsky variant as the primary one, but also gives a good explanation of the distinction.
 The same concepts also apply if the price of one good goes up instead of down, with the substitution effect reflecting the change in relative prices and the income effect reflecting the fact the income has been soaked up into additional spending on the retained units of the now-pricier good.
 For example, consider coffee and tea. If the price of coffee increased, consumers of hot drinks may decide to start drinking tea instead. This will cause the demand for tea to increase. Likewise, if the price of coffee was to decrease, tea-drinkers may decide to shift their drinking habits and substitute coffee for their daily drinking habits, causing the demand for tea to decrease.
 Economists had long understood that changes in price could lead to two main responses by consumers, initial work on this subject had been done by Vilfredo Pareto in the 1890s, but it wasn’t until Slutsky’s 1915 article that rigor was brought to the subject. Slutsky’s original paper was published during World War I in Italian, because of this economists in the Anglo-American world did not become aware of Slutsky’s contributions until the 1930s.[2] The English world was fully introduced to Slutsky's ideas in 1934 when ""A Reconsideration of the Theory of Value"" was published by John Hicks and RGD Allen, this paper built upon work by Pareto and came to conclusions Slutsky had realized two decades prior.[3] "
Substitute_good,Economics,6,"In microeconomics, two goods are substitutes if the products could be used for the same purpose by the consumers.[1] That is, a consumer perceives both goods as similar or comparable, so that having more of one good causes the consumer to desire less of the other good. Contrary to complementary goods and independent goods, substitute goods may replace each other in use due to changing economic conditions.[2]"
Sunk_costs,Economics,6,"In economics and business decision-making, a sunk cost (also known as retrospective cost) is a cost that has already been incurred and cannot be recovered.[1][2][3] Sunk costs are contrasted with prospective costs, which are future costs that may be avoided if action is taken.[4] In other words, a sunk cost is a sum paid in the past that is no longer relevant to decisions about the future.[3] Even though economists argue that sunk costs are no longer relevant to future rational decision-making, in everyday life, people often take previous expenditures in situations, such as repairing a car or house, into their future decisions regarding those properties.
"
Supply_(economics),Economics,6,"In economics, supply is the amount of a resource that firms, producers, labourers, providers of financial assets, or other economic agents are willing and able to provide to the marketplace or directly to another agent in the marketplace. Supply can be in currency, time, raw materials, or any other scarce or valuable object that can be provided to another agent. This is often fairly abstract. For example in the case of time, supply is not transferred to one agent from another, but one agent may offer some other resource in exchange for the first spending time doing something. Supply is often plotted graphically as a supply curve, with the quantity provided (the dependent variable) plotted horizontally and the price (the independent variable) plotted vertically.
 In the goods market, supply is the amount of a product per unit of time that producers are willing to sell at various given prices when all other factors are held constant. In the labor market, the supply of labor is the amount of time per week, month, or year that individuals are willing to spend working, as a function of the wage rate.
 In financial markets, the money supply is the amount of highly liquid assets available in the money market, which is either determined or influenced by a country's monetary authority. This can vary based on which type of money supply one is discussing. M1 for example is commonly used to refer to narrow money, coins, cash, and other money equivalents that can be converted to currency nearly instantly. M2 by contrast includes all of M1 but also includes short-term deposits and certain types of market funds.
"
Supply_and_demand,Economics,6,"In microeconomics, supply and demand is an economic model of price determination in a market. It postulates that, holding all else equal, in a competitive market, the unit price for a particular good, or other traded item such as labor or liquid financial assets, will vary until it settles at a point where the quantity demanded (at the current price) will equal the quantity supplied (at the current price), resulting in an economic equilibrium for price and quantity transacted.
"
Supply_chain,Economics,6,"In commerce, a supply chain is a system of organizations, people, activities, information, and resources involved in
supplying a product or service to a consumer. Supply chain activities involve the transformation of natural resources, raw materials, and components into a finished product that is delivered to the end customer.[3] In sophisticated supply chain systems, used products may re-enter the supply chain at any point where residual value is recyclable. Supply chains link value chains.[4]"
Supply_curve,Economics,6,"In economics, supply is the amount of a resource that firms, producers, labourers, providers of financial assets, or other economic agents are willing and able to provide to the marketplace or directly to another agent in the marketplace. Supply can be in currency, time, raw materials, or any other scarce or valuable object that can be provided to another agent. This is often fairly abstract. For example in the case of time, supply is not transferred to one agent from another, but one agent may offer some other resource in exchange for the first spending time doing something. Supply is often plotted graphically as a supply curve, with the quantity provided (the dependent variable) plotted horizontally and the price (the independent variable) plotted vertically.
 In the goods market, supply is the amount of a product per unit of time that producers are willing to sell at various given prices when all other factors are held constant. In the labor market, the supply of labor is the amount of time per week, month, or year that individuals are willing to spend working, as a function of the wage rate.
 In financial markets, the money supply is the amount of highly liquid assets available in the money market, which is either determined or influenced by a country's monetary authority. This can vary based on which type of money supply one is discussing. M1 for example is commonly used to refer to narrow money, coins, cash, and other money equivalents that can be converted to currency nearly instantly. M2 by contrast includes all of M1 but also includes short-term deposits and certain types of market funds.
"
Supply_(economics),Economics,6,"In economics, supply is the amount of a resource that firms, producers, labourers, providers of financial assets, or other economic agents are willing and able to provide to the marketplace or directly to another agent in the marketplace. Supply can be in currency, time, raw materials, or any other scarce or valuable object that can be provided to another agent. This is often fairly abstract. For example in the case of time, supply is not transferred to one agent from another, but one agent may offer some other resource in exchange for the first spending time doing something. Supply is often plotted graphically as a supply curve, with the quantity provided (the dependent variable) plotted horizontally and the price (the independent variable) plotted vertically.
 In the goods market, supply is the amount of a product per unit of time that producers are willing to sell at various given prices when all other factors are held constant. In the labor market, the supply of labor is the amount of time per week, month, or year that individuals are willing to spend working, as a function of the wage rate.
 In financial markets, the money supply is the amount of highly liquid assets available in the money market, which is either determined or influenced by a country's monetary authority. This can vary based on which type of money supply one is discussing. M1 for example is commonly used to refer to narrow money, coins, cash, and other money equivalents that can be converted to currency nearly instantly. M2 by contrast includes all of M1 but also includes short-term deposits and certain types of market funds.
"
Supply_shock,Economics,6,"A supply shock is an event that suddenly increases or decreases the supply of a commodity or service, or of commodities and services in general. This sudden change affects the equilibrium price of the good or service or the economy's general price level.
 In the short run, an economy-wide negative supply shock will shift the aggregate supply curve leftward, decreasing the output and increasing the price level.[1] For example, the imposition of an embargo on trade in oil would cause an adverse supply shock, since oil is a key factor of production for a wide variety of goods.  A supply shock can cause stagflation due to a combination of rising prices and falling output.
 In the short run, an economy-wide positive supply shock will shift the aggregate supply curve rightward, increasing output and decreasing the price level.[1] A positive supply shock could be an advance in technology (a technology shock) which makes production more efficient, thus increasing output.
"
Supply-side_economics,Economics,6,"Supply-side economics is a macroeconomic theory arguing that economic growth can be most effectively created by lowering taxes and decreasing regulation,[1][2] by which it is directly opposed to demand-side economics. According to supply-side economics, consumers will then benefit from a greater supply of goods and services at lower prices and employment will increase.[3] The Laffer curve, a theoretical relationship between rates of taxation and government revenue which suggests that lower tax rates when the tax level is too high will actually boost government revenue because of higher economic growth, is one of the main[citation needed] theoretical constructs of supply-side economics.[4][5][6] The term ""supply-side economics"" was thought for some time to have been coined by journalist Jude Wanniski in 1975, but according to Robert D. Atkinson the term ""supply side"" was first used in 1976 by Herbert Stein (a former economic adviser to President Richard Nixon) and only later that year was this term repeated by Jude Wanniski.[7] Its use connotes the ideas of economists Robert Mundell and Arthur Laffer.
"
Economic_surplus,Economics,6,"In mainstream economics, economic surplus, also known as total welfare or Marshallian surplus (after Alfred Marshall), refers to two related quantities: 
"
Tariff,Economics,6,"A tariff is a tax imposed by a government on imports or exports of goods. Besides being a source of revenue for the government, import duties can also be a form of regulation of foreign trade and policy that taxes foreign products to encourage or safeguard domestic industry. Tariffs are among the most widely used instruments of protectionism, along with import and export quotas.
 Tariffs can be fixed (a constant sum per unit of imported goods or a percentage of the price) or variable (the amount varies according to the price). Taxing imports means people are less likely to buy them as they become more expensive. The intention is that they buy local products instead – boosting the country's economy. Tariffs therefore provide an incentive to develop production and replace imports with domestic products. Tariffs are meant to reduce pressure from foreign competition and reduce the trade deficit. They have historically been justified as a means to protect infant industries and to allow import substitution industrialization. Tariffs may also be used to rectify artificially low prices for certain imported goods, due to 'dumping', export subsidies or currency manipulation.
 There is near unanimous consensus among economists that tariffs have a negative effect on economic growth and economic welfare while free trade and the reduction of trade barriers has a positive effect on economic growth.[1][2][3][4][5][6] However, liberalization of trade can cause significant and unequally distributed losses, and the economic dislocation of workers in import-competing sectors.[2]"
Tax,Economics,6,"
 A tax is a compulsory financial charge or some other type of levy imposed on a taxpayer (an individual or legal entity) by a governmental organization in order to fund government spending and various public expenditures.[2] A failure to pay, along with evasion of or resistance to taxation, is punishable by law. Taxes consist of direct or indirect taxes and may be paid in money or as its labour equivalent. The first known taxation took place in Ancient Egypt around 3000–2800 BC.
 Most countries have a tax system in place to pay for public, common, or agreed national needs and government functions. Some levy a flat percentage rate of taxation on personal annual income, but most scale taxes based on annual income amounts. Most countries charge a tax on an individual's income as well as on corporate income. Countries or subunits often also impose wealth taxes, inheritance taxes, estate taxes, gift taxes, property taxes, sales taxes, payroll taxes or tariffs.
 In economic terms, taxation transfers wealth from households or businesses to the government. This has effects which can both increase and reduce economic growth and economic welfare. Consequently, taxation is a highly debated topic.
"
Tax_rate,Economics,6,"In a tax system, the tax rate is the ratio (usually expressed as a percentage) at which a business or person is taxed.  There are several methods used to present a tax rate: statutory, average, marginal, and effective.  These rates can also be presented using different definitions applied to a tax base: inclusive and exclusive.
"
Terms_of_trade,Economics,6,"The terms of trade (TOT) is the relative price of exports in terms of imports[1] and is defined as the ratio of export prices to import prices.[2] It can be interpreted as the amount of import goods an economy can purchase per unit of export goods.
 An improvement of a nation's terms of trade benefits that country in the sense that it can buy more imports for any given level of exports.  The terms of trade may be influenced by the exchange rate because a rise in the value of a country's currency lowers the domestic prices of its imports but may not directly affect the prices of the commodities it exports.
"
Theory_of_the_firm,Economics,6,"The theory of the firm consists of a number of economic theories that explain and predict the nature of the firm, company, or corporation, including its existence, behaviour, structure, and relationship to the market.[1]"
Thermoeconomics,Economics,6,"Thermoeconomics, also referred to as biophysical economics, is a school of heterodox economics that applies the laws of statistical mechanics to economic theory.[1]  Thermoeconomics can be thought of as the statistical physics of economic value[2] and is a subfield of econophysics.
"
Time_value_of_money,Economics,6,"The time value of money is the widely accepted conjecture that there is greater benefit to receiving a sum of money now rather than an identical sum later. It may be seen as an implication of the later-developed concept of time preference.
 The time value of money is the reason why interest is paid or earned: interest, whether it is on a bank deposit or debt, compensates the depositor or lender for the time value of money. Hence, It also underlies investment. Investors are willing to forgo spending their money now only if they expect a favorable return on their investment in the future, such that the increased value to be available later is sufficiently high to offset the preference to spending money now; see required rate of return.
"
Total_cost,Economics,6,"In economics, total cost (TC) is the total economic cost of production and is made up of variable cost, which varies according to the quantity of a good produced and includes inputs such as labor and raw materials, plus fixed cost, which is independent of the quantity of a good produced and includes inputs that cannot be varied in the short term: fixed costs such as buildings and machinery, including sunk costs if any.
 Total cost in economics, unlike in cost accounting, includes the total opportunity cost (implicit cost) of each factor of production as part of its fixed or variable costs.
 The rate at which total cost changes as the amount produced changes is called marginal cost. This is also known as the marginal unit variable cost.
 The total cost of producing a specific level of output is the cost of all the factors of input used. Often, economists use models with two inputs: physical capital, with quantity X and labor, with quantity L. Capital is assumed to be the fixed input, meaning that the amount of capital used does not vary with the level of production in the short run. The rental price per unit of capital is denoted r. Thus, the total fixed cost equals Kr. Labor is the variable input, meaning that the amount of labor used varies with the level of output. In fact, in the short run, the only way to vary output is by varying the amount of the variable input. Labor usage is denoted L and the per unit cost, or wage rate, is denoted w, so the variable cost is Lw. Consequently, total cost is fixed cost (FC) plus variable cost (VC), or TC = FC + VC = Kr+Lw. In the long run, however, both capital usage and labor usage are variable.
 Other economic models have the total variable cost curve (and therefore total cost curve) illustrate the concepts of increasing, and later diminishing, marginal return.
 In marketing, it is necessary to know how total costs divide between variable and fixed. ""This distinction is crucial in forecasting the earnings generated by various changes in unit sales and thus the financial impact of proposed marketing campaigns.""[citation needed] In a survey of nearly 200 senior marketing managers, 60% responded that they found the ""variable and fixed costs"" metric very useful.[1]"
Trade,Economics,6,"Trade involves the transfer of goods or services from one person or entity to another, often in exchange for money. Economists refer to a system or network that allows trade as a market.
 An early form of trade, barter, saw the direct exchange of goods and services for other goods and services.[1][need quotation to verify] Barter involves trading things without the use of money.[1]  When either bartering party started to involve precious metals, these gained symbolic as well as practical importance.[citation needed] Modern traders generally negotiate through a medium of exchange, such as money. As a result, buying can be separated from selling, or earning. The  invention of money (and later of credit, paper money and  non-physical money) greatly simplified and promoted trade.  Trade between two traders is called bilateral trade, while trade involving more than two traders is called multilateral trade.
 In one modern view, trade exists due to specialization and the division of labor, a predominant form of economic activity in which individuals and groups concentrate on a small aspect of production, but use their output in trades for other products and needs.[2] Trade exists between regions because different regions may have a comparative advantage (perceived or real) in the production of some trade-able commodity—including production of natural resources scarce or limited elsewhere. For example: different regions' sizes may encourage mass production. In such circumstances, trade at market prices between locations can benefit both locations.
 Retail trade consists of the sale of goods or merchandise from a very fixed location[3] (such as a department store, boutique or kiosk), online or by mail, in small or individual lots for direct consumption or use by the purchaser.[4] Wholesale trade is defined[by whom?] as traffic in goods that are sold as merchandise to retailers, or to industrial, commercial, institutional, or other professional business users, or to other wholesalers and related subordinated services.
 Historically, openness to free trade substantially increased in some areas from 1815 to the outbreak of World War I[citation needed] in 1914. Trade openness increased again during the 1920s, but collapsed (in particular in Europe and North America) during the Great Depression of the 1930s. Trade openness increased substantially again from the 1950s onwards (albeit with a slowdown during the oil crisis of the 1970s). Economists and economic historians[which?] contend that current levels of trade openness are the highest they have ever been.[5][6][7]"
Transaction_cost,Economics,6,"In economics and related disciplines, a transaction cost is a cost in making any economic trade when participating in a market.[1] Oliver E. Williamson defines transaction costs as the costs of running an economic system of companies, and unlike production costs, decision-makers determine strategies of companies by measuring transaction costs and production costs. Transaction costs are the total costs of making a transaction, including the cost of planning, deciding, changing plans, resolving disputes, and after-sales. Therefore, the transaction cost is one of the most significant factors in business operation and management[2] Oliver E. Williamson's Transaction Cost Economics popularized the concept of transaction costs.[3] Douglass C. North argues that institutions, understood as the set of rules in a society, are key in the determination of transaction costs. In this sense, institutions that facilitate low transaction costs, boost economic growth.[4] Douglass North states that there are four factors that comprise transaction costs – ""measurement,"" ""enforcement,"" ""ideological attitudes and perceptions,"" and ""the size of the market.""[4] Measurement refers to the calculation of the value of all aspects of the good or service involved in the transaction.[4] Enforcement can be defined as the need for an unbiased third party to ensure that neither party involved in the transaction reneges on their part of the deal.[4] These first two factors appear in the concept of ideological attitudes and perceptions, North's third aspect of transaction costs.[4] Ideological attitudes and perceptions encapsulate each individual's set of values, which influences their interpretation of the world.[4] The final aspect of transaction costs, according to North, is market size, which affects the partiality or impartiality of transactions.[4] Transaction costs can be divided into three broad categories:[5] For example, the buyer of a used car faces a variety of different transaction costs. The search costs are the costs of finding a car and determining the car's condition. The bargaining costs are the costs of negotiating a price with the seller. The policing and enforcement costs are the costs of ensuring that the seller delivers the car in the promised condition.
"
Transport_economics,Economics,6,"
 Transport economics is a branch of economics founded in 1959 by American economist John R. Meyer that deals with the allocation of resources within the transport sector. It has strong links to civil engineering. Transport economics differs from some other branches of economics in that the assumption of a spaceless, instantaneous economy does not hold. People and goods flow over networks at certain speeds.  Demands peak.  Advance ticket purchase is often induced by lower fares.  The networks themselves may or may not be competitive. A single trip (the final good, in the consumer's eyes) may require the bundling of services provided by several firms, agencies and modes.[1] Although transport systems follow the same supply and demand theory as other industries, the complications of network effects and choices between dissimilar goods (e.g. car and bus travel) make estimating the demand for transportation facilities difficult. The development of models to estimate the likely choices between the goods involved in transport decisions (discrete choice models) led to the development of an important branch of econometrics, as well as a Nobel Prize for Daniel McFadden.
 In transport, demand can be measured in number of journeys made or in total distance traveled across all journeys (e.g. passenger-kilometers for public transport or vehicle-kilometers of travel (VKT) for private transport). Supply is considered to be a measure of capacity. The price of the good (travel) is measured using the generalised cost of travel, which includes both money and time expenditure.
 The effect of increases in supply (i.e. capacity) are of particular interest in transport economics (see induced demand), as the potential environmental consequences are significant (see externalities below).
"
Trough_(economics),Economics,6,"In economics, a trough is a low turning point or a local minimum of a business cycle.  The time evolution of many variables of economics exhibit a wave like behavior with local maxima (peaks) followed by local minima (troughs).  A business cycle may be defined as the period between two consecutive peaks.[1][2] The period of the business cycle in which real GDP is increasing is called the expansion. In which the real GDP moves from the trough towards the peak.
[3]"
